ID	slope	threeP	fiveP
GSM249820	4.04260017800688	7.44431715609484	7.7176473731013
GSM249821	3.99433113794984	7.20783403086873	7.47957728807895
GSM249822	5.66774221292658	6.83990038110568	7.1809210997629
GSM249823	3.90502771267505	7.35254431588097	7.60120386496121
GSM249824	3.33585038488804	7.27025117345041	7.47208838902265
GSM249825	3.70274658345961	6.95535084071313	7.19001820699313
GSM249826	4.06293223961205	7.15375941896935	7.41147211441254
GSM249827	3.95151186585066	7.28687152840879	7.53682451999748
GSM249828	4.91953608409713	6.73228311091823	7.03256897979011
GSM249829	3.69756132880969	7.29146702008985	7.50588372288198
GSM249830	3.58356236595713	6.97164685763185	7.17750821992564
GSM249831	3.83337465489018	6.95344924549109	7.19733759617897
GSM249832	3.26758374740685	6.63254886338382	6.82846875163503
GSM249833	3.22462600518814	7.31593467530155	7.51998360102772
GSM249834	3.91767691021007	7.26826269921052	7.49868451194253
GSM249835	3.73935708110888	7.59273211728336	7.83137014145166
GSM249836	4.21223883400257	7.78630028775819	8.08087931519221
GSM249837	3.57238550532875	7.45002140743056	7.68149481577773
GSM249838	4.67126264791349	7.19127093434246	7.50487197681002
GSM249839	5.12408642736165	7.50398214503547	7.82102824328123
GSM249840	3.78697435941678	7.34406777146046	7.58028910280067
GSM249841	3.39452024500094	7.33090793162845	7.53471383153263
GSM249842	3.67898894438783	7.37619301172083	7.61140753296914
GSM249843	4.11878698460209	6.97856550921318	7.21673385755157
GSM249844	4.14818539686301	7.37471194336404	7.63149795272411
GSM249845	3.24584302406422	7.75414574235836	7.96262291256299
GSM249846	4.26924444420216	7.29783426221563	7.56748402532358
GSM249847	4.03456504450309	6.90327730844826	7.13543093664604
GSM249848	4.15232462666336	6.335598745231	6.56899913724027
GSM249849	3.49344422558754	7.57540768105821	7.80268228053368
GSM249850	3.91929821237878	7.06369485045531	7.30630780000233
GSM249851	3.64235106030754	7.4436476015955	7.67332983952048
GSM249852	3.20650968425223	6.54107325302986	6.72522350202162
GSM249853	3.98817041489381	7.28435734322744	7.5611007963034
GSM249854	4.54141849900655	7.43880686913064	7.74408088293285
GSM249855	4.5748667652722	7.50469637883596	7.8153653404015
GSM249856	3.76824967344316	7.00123217915778	7.26088200319978
GSM249857	4.31138933941146	7.0786349248949	7.32465404987433
GSM249858	3.79584390737453	7.23512743063625	7.48084041590046
GSM249859	4.91672126016185	7.60084584024836	7.92025703085908
GSM249860	4.92259592765607	6.88483330030058	7.20499845232553
GSM249861	3.25485928250938	7.41592866768859	7.60377587682226
GSM249862	3.38095654366516	7.96599218414611	8.16864683212343
GSM249863	5.29293804008031	6.90992783261573	7.28028313492716
GSM249864	3.89355486200503	6.74746114787143	6.97439612535456
GSM249865	3.54476706464072	7.0604785864184	7.26443084954546
GSM249866	3.4309306482312	7.13758404350938	7.32764233131119
GSM249867	3.77316139595143	7.38217678063319	7.60684934852992
GSM249868	3.6043016491743	7.43635177424827	7.66176966964908
GSM249869	3.78421986595371	7.47029145786529	7.70579697631894
GSM249870	3.20326405387707	7.03399858231526	7.2176973048926
GSM249871	4.28201035377414	7.58179357640067	7.85549932977722
GSM249872	4.26913314428761	7.38473154068589	7.65880659923587
GSM249873	4.22300256172386	6.82342047229587	7.06796746256267
GSM249874	2.84539128203729	7.17849481163615	7.3383165427843
GSM249875	3.38905453030367	7.32900892046419	7.54662468047118
GSM249876	5.08120518075364	7.34822222084458	7.67340946817281
GSM249877	3.20659797451158	6.96761462298629	7.16230432881757
GSM249878	3.27932559938956	7.38469539123608	7.60809310862205
GSM249879	3.65873157735393	7.31871566476812	7.55285149886868
GSM249880	3.13335541657283	7.46167356312742	7.6530692088679
GSM249881	2.34067333972758	6.76905979640957	6.90782017806938
GSM249882	4.18471783080983	7.17366939462243	7.42443692025114
GSM249883	3.3252624906702	7.91768862474236	8.13396883803201
GSM249884	3.64395157094107	7.07533294185931	7.28214714816362
GSM249885	4.56666204374715	7.0085880254394	7.30770775627062
GSM249886	4.33819048342904	7.18177578692356	7.47187178558786
GSM249887	3.9371423737536	7.40913826326344	7.65832377793369
GSM249888	4.90727346660281	7.34984595361448	7.67968023444118
GSM249889	3.44343342404577	7.32474533958098	7.53304133064733
GSM249890	5.26927958546491	6.89892301131375	7.25012140199915
GSM249891	3.2988031475443	7.24868480109991	7.44027304009244
GSM249892	2.29472339562349	7.37739072903496	7.50339739992651
GSM249893	3.44016026010734	7.24565924087885	7.45503500672134
GSM249894	3.53510248737196	6.90064236472026	7.10190943804478
GSM249895	4.34302912784897	7.28113328062225	7.55520249438255
GSM249896	5.01605391523126	6.83072461612909	7.12902518795677
GSM249897	4.36492629512052	7.54806122818051	7.83056393162069
GSM249898	3.2734759631919	7.22866281431877	7.42698050614618
GSM249899	3.40064247708089	7.25871630870178	7.46854694485554
GSM249900	4.29780394049561	6.88992853088599	7.16599110605019
GSM249901	2.72863977792082	7.41758484512039	7.56091770669763
GSM249902	3.89628212630067	6.91362212013571	7.13484906921301
GSM249903	3.63343999156465	7.19690461866645	7.4186951404779
GSM249904	4.27663484749825	7.0423590972704	7.29438354126657
GSM249905	3.45334191875499	7.2842680461564	7.50927201538242
GSM249906	3.37865715023798	7.2227713781996	7.40517092275474
GSM249907	4.25503940310493	7.42959535043543	7.7428314193261
GSM249908	4.26980848482522	7.16214199567115	7.46866961792477
GSM249909	4.19244427757762	7.1249267926781	7.3979182286205
GSM249910	3.85248637054922	7.30762525234483	7.54809278261977
GSM249911	3.83875027427143	7.15314863953182	7.38512600405752
GSM249912	4.4872287962752	6.66241742629852	6.93567518724705
GSM249913	4.14784727314871	6.8967814781213	7.17985912171295
GSM249914	4.63045558666099	6.92771389229091	7.20034438653476
GSM249915	5.06453988987298	7.52284619372332	7.87135412730615
GSM249916	3.29030310204333	6.56345090811466	6.74658842132929
GSM249917	3.88460898709756	7.5092052893357	7.7498004206544
GSM249918	3.84840543301424	7.49816276439418	7.73098526006556
GSM249919	4.82309807942668	7.04973817723469	7.33145317343959
GSM249920	4.00226224983978	6.96010506598047	7.20341512913028
GSM249921	3.43431921019727	7.10047820454087	7.30890176168385
GSM249922	4.20004619183567	7.58464398693577	7.8577346281427
GSM249923	3.98072801773105	7.10559025038062	7.34212016580847
GSM249924	3.19362502188901	7.61187563041067	7.80995018162694
GSM249925	4.41942018094794	7.19523023902715	7.47109481714465
GSM249926	4.28280462387121	6.9268229648693	7.17929502543865
GSM249927	5.17581341395466	7.03645759226491	7.36810919941901
GSM249928	2.94709340903127	7.6598357745423	7.82367453098355
GSM249929	3.07767890578037	7.41469831104169	7.57040668866718
GSM249930	3.39341815571948	7.36413512051113	7.55483938801347
GSM249931	5.31056099829537	6.9020422333596	7.22086115310566
GSM249932	5.10248807702254	7.07952413837222	7.42264318871111
GSM249933	4.69786097110967	7.38107867529431	7.6576138275808
GSM249934	4.47185270850913	6.95693852196974	7.24159291522708
GSM249935	3.97191481416811	7.27410563149651	7.50313069611852
GSM249936	3.71034648034537	7.68161835126632	7.91097562657383
GSM249937	3.31912068920226	7.44696898801013	7.64876805919202
GSM249938	3.56005028497412	7.50459069785569	7.72909372224491
GSM249939	3.85124069606029	7.00697523821193	7.22759770933219
GSM249940	3.9666219176846	6.7117002292944	6.95260253276291
GSM249941	4.68882517192634	7.22367271625274	7.54478251329012
GSM249942	4.29738482963639	7.25440604684194	7.52110333688417
GSM249943	3.70683557714459	7.17780965086389	7.42948224835546
GSM249944	4.30149218360145	7.57396916074169	7.84646889715937
GSM249945	3.57740066713613	7.10956831203392	7.32041711685559
GSM249946	4.60009229963602	7.56418471828324	7.8646481193277
GSM249947	3.96426280747557	7.11734520917537	7.35954649212426
GSM249948	4.35500415788548	7.44700510391081	7.70496638990865
GSM249949	4.21724527087352	7.46203287905935	7.75577001652199
GSM249950	3.68991320048147	6.95101495672075	7.18582061420756
GSM249951	4.42038027518321	6.74336855806322	7.01806510871041
GSM249953	4.33724687860213	6.89884774648905	7.15544732252075
GSM249954	4.81474239504126	7.6209045877183	7.92321581609872
GSM249955	2.95204833240205	7.32982188285856	7.51380759750518
GSM249956	4.01210995936568	6.96539375269483	7.19465310066725
GSM249957	4.20779906237038	7.18187279205494	7.44788573724304
GSM249958	4.57019433940461	6.95606091491121	7.24618903460546
GSM249959	4.22012753491978	7.17936659879541	7.42566413911727
GSM249960	3.57487526183335	7.15894126774342	7.39158597905185
GSM249961	3.70818914111264	6.85794186929201	7.06575144152454
GSM249962	3.94513298681402	7.29905439223257	7.54102544707413
GSM249963	3.70132702309879	7.30076958876798	7.52502448446495
GSM249964	3.70558446819343	7.15437793816885	7.40938364989462
GSM249965	4.03830130144339	7.03878203454353	7.29715985803007
GSM249966	3.86815823562571	7.14897273621978	7.39012970464296
GSM249967	4.26137434128849	7.30442159626883	7.58814625154265
GSM249968	3.16988347274687	7.54648426361081	7.71571484413384
GSM249969	4.3716820839588	7.36995914353228	7.65575689534709
GSM249970	4.26782499268347	7.2275266285548	7.51373435096929
GSM249971	3.30247541293188	7.14205186042231	7.32428712795259
GSM249972	5.80994578127169	7.01078790131528	7.37909957849219
GSM249973	3.59460126260718	7.61299369542305	7.83566418437432
GSM249974	3.37520166473191	7.20427304689785	7.40128286407599
GSM249975	3.70658771999048	7.73935919647067	7.98305031851421
GSM249976	4.25435083972458	6.71775296904058	6.97982809527881
GSM249977	4.3250500383084	7.02581460276139	7.31824142825308
GSM249978	3.91728118297169	7.4310530490092	7.69282111078136
GSM249979	3.5581200334855	7.19824183666684	7.43709862903713
GSM249980	4.53960340921946	7.04793229426386	7.3555917250783
GSM249981	2.80562977684286	7.45433827108657	7.62388464191445
GSM249982	4.27121577086381	7.16201483098458	7.44381096222651
GSM249983	2.60880890896143	7.66312308946299	7.82425316533838
GSM249984	3.14586259411764	7.143853757595	7.30866236945514
GSM249985	4.60426214035696	7.39914613519694	7.68836435235733
GSM249986	4.13534766985551	6.87622706008106	7.14153404901047
GSM249987	3.58662423524966	7.25177118907095	7.4725940061408
GSM249988	3.84607783433042	7.20333683186354	7.44000231386284
GSM249989	4.26956714123989	6.67447629205232	6.93397638944313
GSM249990	4.31888831375173	6.7217154299991	7.01873403495709
GSM249991	4.30398568151422	6.69982617046661	6.96286756991973
GSM249992	3.62516787405722	7.73507366851643	7.96511588765976
GSM249993	4.36777036549108	7.09342056999657	7.37439880351496
GSM249994	4.16839886246609	7.08405538040329	7.31410787851953
GSM249995	3.94890455561118	6.97865344356048	7.20074086019801
GSM249996	3.95134701957575	6.65127425295078	6.86617264278631
GSM249997	4.64588368894683	7.12614258048178	7.44998372403377
GSM249998	2.9568891765292	7.10079145495588	7.26897210154669
GSM249999	3.41506314648777	7.38310441147855	7.6009341537679
GSM250000	3.38213221715608	7.90926875110797	8.136960262143
GSM250001	4.49802494835754	7.0374910881829	7.31026534651641
